id_staz,lat,lon,quota,dataset,nome
H06596,43.56867,12.84406,242.0,fiduma,Pergola
H06597,43.89061,12.86939,22.0,fiduma,Villa Fastiggi
H06599,43.78150,12.70720,122.0,fiduma,Gallo
H06600,42.99108,13.23909,1360.0,fiduma,Pintura di Bolognola
H06606,43.23268,13.77241,9.0,fiduma,Porto Sant'Elpidio
H06607,43.22949,13.18852,220.0,fiduma,Potenza 1
H06609,43.38369,13.59325,25.0,fiduma,Recanati
H06610,42.95404,13.56858,385.0,fiduma,Rotella
H06612,43.66689,12.41022,352.0,fiduma,S. Angelo in Vado
H06613,43.66498,13.01457,92.0,fiduma,Cesano
H06615,43.80859,12.51258,173.0,fiduma,Bronzo
H06616,43.00670,13.24157,1365.0,fiduma,Sassotetto
H06617,43.40649,12.65876,688.0,fiduma,Scheggia
H06619,43.31583,13.18861,549.0,fiduma,Serralta ETGAN
H06620,42.85936,13.77547,30.0,fiduma,Spinetoli
H06621,43.08586,13.49803,197.0,fiduma,Tenna
H06623,42.85224,13.65152,78.0,fiduma,Tronto
H06624,42.73742,13.40658,646.0,fiduma,Umito
H06625,43.72317,12.63668,471.0,fiduma,Urbino
H06626,43.32735,13.42612,133.0,fiduma,Villa Potenza
H06629,43.40644,12.98033,189.0,fiduma,Camponocecchio
H06634,42.98374,12.99415,960.0,fiduma,Montecavallo
H06635,42.93322,13.88917,6.0,fiduma,S. Benedetto
H06636,42.94364,13.14250,749.0,fiduma,Ussita
H06637,42.89514,13.27028,1740.0,fiduma,Sibilla
H06639,43.25313,12.94332,608.0,fiduma,Esanatoglia 2
H12673,44.69267,07.85050,290.0,fidupo,Bra
H12674,46.29698,10.50653,1640.0,fidupo,Case Pirli
H12675,46.09161,09.11081,1100.0,fidupo,Cavargna
H12676,44.70050,07.15100,1422.0,fidupo,Crissolo
H12677,46.04256,09.75607,1682.0,fidupo,Foppolo
H12678,45.42500,08.59000,146.0,fidupo,Novara Agogna Q.A.
H12679,44.28350,08.20300,620.0,fidupo,Osiglia
H12680,44.64133,08.63483,230.0,fidupo,Ovada
H12681,45.58116,09.16330,176.0,fidupo,Palazzolo
H12682,44.92033,07.83350,249.0,fidupo,Poirino Banna
H12683,44.83583,08.07233,185.0,fidupo,S. Damiano Borbore
H12684,44.50533,07.25233,1111.0,fidupo,S. Damiano Macra
H12685,45.40567,07.53933,550.0,fidupo,Sparone
H12687,45.06967,07.68717,239.0,fidupo,Torino Giardini Reali
H12688,45.13367,07.62467,258.0,fidupo,Venaria Ceronda
H12727,45.38267,10.03663,93.0,fidupo,Bargnano
H12728,46.10462,09.56836,958.0,fidupo,Bema
H12729,45.71822,09.70948,286.0,fidupo,Bergamo
H12730,45.65961,09.65782,218.0,fidupo,Bergamo Stezzano
H12731,45.18738,10.88674,26.0,fidupo,Bigarello
H12732,45.30265,09.54976,60.0,fidupo,Boccaserio SIAP
H12733,45.04561,10.75911,29.0,fidupo,Borgoforte
H12734,45.04578,10.75903,29.0,fidupo,Borgoforte SIAP
H12735,45.52433,10.26033,129.0,fidupo,Brescia ITAS
H12737,45.89767,09.65726,433.0,fidupo,Camerata Cornello
H12742,44.93986,09.27476,440.0,fidupo,Canevino
H12744,45.84739,09.31697,1237.0,fidupo,Canzo - Monte Prasanto
H12745,46.02663,10.34248,362.0,fidupo,Capo di ponte
H12746,45.64173,09.92137,178.0,fidupo,Capriolo
H12747,46.03768,09.79282,1950.0,fidupo,Carisole
H12748,45.25601,09.96347,56.0,fidupo,Casalbuttano
H12749,45.22294,10.67646,28.0,fidupo,Casale di Goito
H12750,44.97661,10.41978,33.0,fidupo,Casalmaggiore
H12752,45.69794,09.29753,376.0,fidupo,Casatenovo tetto
H12753,45.05438,08.90196,231.0,fidupo,Casei Gerola Po
H12754,45.83406,09.87616,501.0,fidupo,Casnigo
H12755,45.24598,08.69947,108.0,fidupo,Castello d'Agogna
H12756,45.28377,09.76588,55.0,fidupo,Castelleone SIAP
H12758,45.74878,08.82073,379.0,fidupo,Castronno
H12759,45.68931,08.80776,274.0,fidupo,Cavaria
H12760,45.26989,09.56172,67.0,fidupo,Cavenago d'Adda
H12764,46.00752,09.38037,456.0,fidupo,Cortenova
H12765,45.12860,09.99503,45.0,fidupo,Cremona
H12766,45.12835,09.99484,45.0,fidupo,Cremona SIAP
H12772,45.13071,10.84452,24.0,fidupo,Formigosa-Botte Sifone
H12776,45.81395,10.15303,850.0,fidupo,Fraine
H12779,45.73434,10.44950,379.0,fidupo,Galleria Agricoltori
H12781,45.26266,10.66202,42.0,fidupo,Goito
H12782,45.08377,10.95258,22.0,fidupo,Governolo
H12783,46.00751,09.94762,738.0,fidupo,Grabiasca
H12787,45.96874,08.86139,258.0,fidupo,Lavena Ponte Tresa
H12788,45.90616,08.62218,207.0,fidupo,Laveno Molo
H12789,46.35025,10.35479,950.0,fidupo,Le Prese
H12790,45.70456,08.97444,296.0,fidupo,Lurago Marinone
H12791,45.11182,10.53090,37.0,fidupo,Marcaria
H12792,45.25766,10.73063,45.0,fidupo,Marenghello
H12796,45.66144,09.06636,247.0,fidupo,Misinto
H12797,45.92159,09.50450,1234.0,fidupo,Moggio
H12799,45.78240,09.30547,278.0,fidupo,Molteno
H12801,46.46119,10.34331,2295.0,fidupo,Oga-S.Colombano
H12802,45.79740,08.97963,407.0,fidupo,Olgiate Comasco
H12804,45.67776,09.38853,234.0,fidupo,Osnago
H12805,45.30209,08.50835,121.0,fidupo,Palestro a Vercelli SIAP
H12806,44.95932,10.75730,20.0,fidupo,Palidano di Gonzaga
H12807,46.29257,09.88218,2155.0,fidupo,Palu'
H12809,44.68319,09.21615,1363.0,fidupo,Passo del Giova'
H12811,45.17968,09.14712,80.0,fidupo,Pavia-Ponte Liberta'
H12812,45.16369,10.05881,44.0,fidupo,Persico Dosimo
H12814,45.90921,08.64524,951.0,fidupo,Poggio S.Elsa
H12815,45.14158,09.22715,65.0,fidupo,Ponte Becca Po
H12816,45.14061,09.22922,62.0,fidupo,Ponte Becca SIAP
H12817,45.78410,09.82164,361.0,fidupo,Ponte Cene
H12820,46.03546,10.08421,272.0,fidupo,Porlezza lago
H12821,45.30072,10.71229,43.0,fidupo,Pozzolo
H12825,45.78712,09.93273,512.0,fidupo,Ranzanico
H12826,45.05406,12.33317,14.0,fidupo,Revere SIAP
H12827,45.44415,09.52067,102.0,fidupo,Rivolta d'Adda
H12829,45.83850,09.51059,676.0,fidupo,Rota d'Imagna
H12830,45.26073,09.37965,60.0,fidupo,S.Angelo Lodigiano
H12832,45.18706,09.48623,80.0,fidupo,S.Colombano al Lambro meteo
H12833,46.24658,10.31810,1725.0,fidupo,S.Giacomo Monno
H12835,45.78408,09.43513,198.0,fidupo,S.Maria Lavello
H12838,45.39433,10.71007,65.0,fidupo,Salionze monte
H12839,45.39183,10.70979,64.0,fidupo,Salionze Seriola
H12840,45.39294,10.70840,64.0,fidupo,Salionze valle
H12841,46.25108,09.39314,206.0,fidupo,Samolaco meteo (ersaf
H12844,46.24151,09.63214,927.0,fidupo,S. Martino Valmasino
H12845,45.04794,10.99897,14.0,fidupo,S. Siro SIAP
H12847,45.01486,11.29334,10.0,fidupo,Sermide
H12848,46.16657,09.84976,286.0,fidupo,Sondrio
H12849,46.16853,09.86403,300.0,fidupo,Sondrio Ponte Eiffel
H12850,45.10179,09.34609,64.0,fidupo,Spessa Po
H12854,46.22851,09.58058,2275.0,fidupo,Val Masino
H12855,46.06463,10.03858,965.0,fidupo,Valbondione
H12856,45.95062,09.86340,1002.0,fidupo,Valcanale
H12858,45.12877,10.84258,24.0,fidupo,Vallazza-Fissero
H12860,44.80653,09.17837,560.0,fidupo,Varzi Nivione (ersaf
H12861,45.16960,10.71924,18.0,fidupo,Vasarone
H12862,46.18191,09.32465,980.0,fidupo,Vercana
H12921,44.67389,09.09194,480.0,fidupo,Cabella Ligure
H12922,44.46417,07.33333,618.0,fidupo,Dronero Maira
H12923,45.03583,08.82194,71.0,fidupo,Isola S.Antonio IdroPr
H12924,44.60667,08.75361,356.0,fidupo,Lavagnina lago
H12925,45.00111,07.67861,220.0,fidupo,Moncalieri PO
H12926,45.87444,08.40917,292.0,fidupo,Omegna lago d'Orta
H12927,45.74833,08.51333,332.0,fidupo,Paruzzaro
H12928,44.11833,07.86778,832.0,fidupo,Ponte di Nava Tanaro
H12929,44.63472,08.17444,284.0,fidupo,Rocchetta Belbo
H12930,45.13056,06.76611,1975.0,fidupo,Rochemolles
H12931,45.17250,07.94306,174.0,fidupo,S. Sebastiano Po
H12932,45.38806,07.67278,362.0,fidupo,Spineto Orco
H12933,45.38806,07.67280,362.0,fidupo,Spineto Orco
H12934,44.78000,07.51222,257.0,fidupo,Villafranca Piemonte Po
H12966,45.03611,08.82223,84.0,fidupo,Isola S.Antonio PO 1
H14434,45.05833,07.69528,239.0,fidupo,Torino Murazzi Po
H14754,44.73611,08.17306,383.0,fidupo,Castagnole Lanze 1
H14899,45.39472,08.88972,115.0,fidupo,Abbiategrasso
H14900,45.06444,08.87722,72.0,fidupo,Agogna a Mezzana Bigli
H14901,44.91472,08.60194,96.0,fidupo,Alessandria Tanaro
H14902,45.54861,08.84722,183.0,fidupo,Arconate
H14903,45.22528,10.39722,38.0,fidupo,Asola
H14904,45.22083,10.40750,39.0,fidupo,Asola idro
H14905,45.83861,10.45222,780.0,fidupo,Bagolino
H14906,45.92750,10.29139,472.0,fidupo,Bienno - Piazze
H14907,45.66722,10.32750,911.0,fidupo,Bione - San Bernardo
H14909,45.80361,09.28694,266.0,fidupo,Bosisio Parini
H14910,45.83694,09.06722,205.0,fidupo,Breggia a Cernobbio
H14911,45.81000,09.60889,327.0,fidupo,Brembilla
H14912,45.04444,09.22389,77.0,fidupo,Broni
H14913,46.15500,09.79250,274.0,fidupo,Caiolo
H14914,46.03056,10.34193,377.0,fidupo,Capo di Ponte - Via Bona
H14915,46.02444,09.86278,1958.0,fidupo,Carona Fregabolgia
H14916,45.70750,08.83639,320.0,fidupo,Cassano Magnago A1
H14917,45.68944,08.83167,230.0,fidupo,Cassano Magnago A5
H14918,45.75861,08.86611,267.0,fidupo,Castiglione Olona
H14919,46.32528,09.37639,403.0,fidupo,Chiavenna Inferno
H14920,45.45583,10.40333,125.0,fidupo,Chiese a Calcinato
H14921,45.88083,09.93305,564.0,fidupo,Clusone SP 671
H14922,45.86972,09.63917,622.0,fidupo,Cornalita
H14923,45.78556,08.86389,248.0,fidupo,Diga di Ponte Gurone
H14924,46.17583,10.33361,660.0,fidupo,Edolo (ersaf
H14926,45.24806,08.86333,101.0,fidupo,Gambolo'
H14927,46.13194,09.24778,581.0,fidupo,Garzeno
H14928,46.29167,09.33916,1362.0,fidupo,Gordona-Cermine
H14930,45.95750,10.44278,2418.0,fidupo,Lago della Vacca
H14931,46.09667,09.97000,2445.0,fidupo,Lago Reguzzo
H14932,45.37833,09.19250,95.0,fidupo,Lambro Meridionale a Opera
H14933,45.32083,09.26750,87.0,fidupo,Landriano
H14934,46.27000,09.88416,1000.0,fidupo,Lanzada Ganda
H14935,45.88556,09.26139,554.0,fidupo,Lasnigo
H14937,45.80694,10.79000,75.0,fidupo,Limone sul Garda
H14938,46.49361,10.20722,2327.0,fidupo,Livigno Passo Foscagno
H14939,45.12139,08.80805,84.0,fidupo,Lomello - Cantona
H14940,46.42306,09.36889,1872.0,fidupo,Madesimo - Alpe Motta
H14941,45.45806,08.85444,137.0,fidupo,Magenta
H14942,45.54389,10.56667,68.0,fidupo,Manerba
H14943,45.15806,10.82389,26.0,fidupo,Mantova - Lunetta 2
H14944,45.26833,10.20944,0.0,fidupo,Mella a Pralboino
H14945,45.81139,10.31556,1069.0,fidupo,Memmo
H14946,46.17333,09.40499,205.0,fidupo,Mera a Ponte del Passo
H14947,45.49750,09.25667,120.0,fidupo,Milano - Lambrate
H14948,45.54278,09.20556,145.0,fidupo,Milano - Parco Nord
H14949,45.48694,09.19361,122.0,fidupo,Milano - Via Rosellini
H14950,45.40278,10.41417,92.0,fidupo,Montichiari
H14952,45.11667,10.52889,27.0,fidupo,Oglio a Marcaria
H14953,45.19611,09.31500,73.0,fidupo,Olona Meridionale a Copiano
H14954,45.89111,09.78889,1138.0,fidupo,Oltre il Colle
H14955,46.34972,09.91527,3050.0,fidupo,Passo Marinelli
H14956,46.03889,09.62944,1835.0,fidupo,Passo S.Marco
H14957,45.95944,09.50111,1720.0,fidupo,Piani di Bobbio
H14958,45.99333,09.69333,966.0,fidupo,Piazzatorre
H14959,45.12167,10.19528,36.0,fidupo,Pieve San Giacomo
H14960,46.03778,09.14082,291.0,fidupo,Porlezza
H14961,46.21028,10.15056,420.0,fidupo,Poschiavino a Tirano
H14963,45.98111,10.04167,1890.0,fidupo,Presolana - Monte Cavallo
H14964,45.57972,10.50028,291.0,fidupo,Puegnago del Garda-Sovenigo
H14965,45.51778,09.08806,157.0,fidupo,Rho Scalo Fiorenza prato
H14966,45.51722,09.09167,143.0,fidupo,Rho Scalo Fiorenza tetto
H14967,45.49306,09.51528,105.0,fidupo,Rivolta d'Adda - Monfalcone
H14968,45.47611,09.49832,106.0,fidupo,Rivolta d'Adda - Ponte su SP4
H14970,46.07194,09.23833,1285.0,fidupo,S. Siro
H14972,45.30056,09.38083,75.0,fidupo,Salerano sul Lambro
H14973,45.39278,10.70611,64.0,fidupo,Salionze Mincio
H14974,46.54833,10.25111,1954.0,fidupo,S. Giacomo Spoel
H14975,45.66778,10.18722,290.0,fidupo,Sarezzo-Via d.Fonte
H14976,45.72417,08.63777,197.0,fidupo,Sesto Calende
H14977,45.90500,09.23500,1144.0,fidupo,Sormano
H14978,46.47194,09.34806,1919.0,fidupo,Spluga
H14979,44.77222,10.65250,0.0,fidupo,Tassone a Bagnolo
H14980,45.69639,10.05416,185.0,fidupo,Tavernola Bergamasca
H14981,46.15833,10.03861,357.0,fidupo,Teglio
H14982,45.73278,10.72083,374.0,fidupo,Tignale-Oldesio
H14983,45.63639,10.61694,70.0,fidupo,Toscolano
H14984,45.98778,09.21416,309.0,fidupo,Tremezzo
H14985,45.76639,08.71222,241.0,fidupo,Varano Borghi
H14987,46.07194,08.76889,1302.0,fidupo,Veddasca
H14988,45.71861,09.08583,308.0,fidupo,Vertemate
H14989,45.92611,10.06361,1164.0,fidupo,Presolana
H14990,46.35917,09.31944,2005.0,fidupo,Lago Truzzo S. Giacomo Filippo
H14991,46.17250,10.33888,659.0,fidupo,Edolo (IP radio
H14992,45.44028,10.69833,66.0,fidupo,Peschiera Del Garda
H03939,45.88750,08.51111,900.0,fidupo,Someraro
H03940,45.97778,08.42333,201.0,fidupo,Candoglia Toce Q.A.
H03942,44.41389,08.17083,390.0,fidupo,Bergalli
H03944,46.14934,09.41114,199.0,fidupo,Fuentes
H03945,45.98490,10.25866,994.0,fidupo,Laveno di Lozio
H03946,45.97507,10.10414,750.0,fidupo,Dezzo di Scalve
H03947,45.97740,09.53420,982.0,fidupo,Valtorta
H03948,45.94617,09.67274,550.0,fidupo,Piazza Brembana
H03950,44.55222,07.44278,499.0,fidupo,Rossana Varaita
H03951,44.51389,07.48056,500.0,fidupo,Busca Maira
H03953,44.80972,07.24472,478.0,fidupo,Luserna San Giovanni Pellice
H03954,44.88417,07.28472,486.0,fidupo,S. Martino Chisone
H03956,45.54806,07.82361,270.0,fidupo,Tavagnasco Dora Baltea
H03957,45.26778,07.48972,459.0,fidupo,Lanzo Stura di Lanzo
H03958,45.71389,08.28056,359.0,fidupo,Borgosesia Sesia
H03959,44.90250,07.68972,240.0,fidupo,Carignano Po
H03960,44.32806,07.41028,692.0,fidupo,Gaiola Stura di Demonte
H03961,44.79639,08.41944,122.0,fidupo,Castelnuovo Belbo
H03962,44.83000,08.63306,102.0,fidupo,Casal Cermelli Orba
H03963,44.72194,08.86500,220.0,fidupo,Serravalle Scrivia
H03964,44.88250,08.98611,182.0,fidupo,Volpedo Curone
H03967,45.57895,10.43776,200.0,fidupo,Gavardo
H03969,44.54778,07.12111,2125.0,fidupo,Pian delle Baracche
H03971,44.67833,08.48556,215.0,fidupo,Acqui Terme
H03972,44.85278,07.91528,295.0,fidupo,Pralormo
H03973,44.81194,07.24194,475.0,fidupo,Luserna San Giovanni
H03974,44.33444,07.55861,575.0,fidupo,Boves
H03975,46.11028,08.30278,252.0,fidupo,Domodossola
H03976,45.18556,07.97833,165.0,fidupo,Verolengo
H03977,45.43750,08.38417,155.0,fidupo,Albano Vercellese
H03978,44.92667,08.71389,90.0,fidupo,Alessandria Lobbi
H03979,45.46167,07.77500,650.0,fidupo,Meugliano
H03980,45.63028,07.98750,1186.0,fidupo,Oropa
H03981,45.04139,07.76722,631.0,fidupo,Pino Torinese
H03982,45.12917,08.49500,118.0,fidupo,Casale Monferrato
H03984,45.99944,07.98389,2820.0,fidupo,Passo del Moro
H03985,44.99333,06.94889,2320.0,fidupo,Lago Pilone
H03986,44.97639,06.86167,2701.0,fidupo,Monte Fraiteve
H03987,44.55806,08.25944,588.0,fidupo,Serole Bric Puschera
H03988,44.26000,07.80556,1741.0,fidupo,Monte Malanotte
H03989,44.12750,07.72917,1245.0,fidupo,Upega
H03990,44.33417,08.08722,700.0,fidupo,Perlo
H03991,44.53806,08.01500,640.0,fidupo,Somano
H03992,46.13806,08.42056,831.0,fidupo,Druogno
H03993,45.82028,08.25222,470.0,fidupo,Varallo
H03994,45.70500,08.46083,300.0,fidupo,Borgomanero
H03995,46.24472,08.18861,1308.0,fidupo,Varzo
H03996,45.56000,08.24806,243.0,fidupo,Masserano
H03997,44.68694,08.09250,376.0,fidupo,Treiso
H03999,44.52167,08.53833,773.0,fidupo,Ponzone Bric Berton
H04000,45.54472,08.69806,188.0,fidupo,Cameri
H04001,44.55750,07.49444,440.0,fidupo,Costigliole Saluzzo
H04002,44.96806,07.36500,332.0,fidupo,Cumiana
H04004,44.46611,08.08806,905.0,fidupo,Mombarcaro
H04005,45.88528,08.45389,1491.0,fidupo,Mottarone
H04006,44.78056,07.05306,2294.0,fidupo,Colle Barant
H04007,44.17750,08.04444,957.0,fidupo,Colle del San Bernardo
H04008,45.43806,07.42389,1120.0,fidupo,Bertodasco
H04009,44.56278,08.76778,780.0,fidupo,Capanne Marcarolo
H04010,45.00833,08.10167,200.0,fidupo,Montechiaro d'Asti
H04011,46.02506,09.57885,1845.0,fidupo,Gerola Pescegallo
H04012,46.14867,10.15942,1950.0,fidupo,Aprica
H04013,45.06833,06.89000,1010.0,fidupo,Salbertrand
H04014,45.07611,06.72778,1353.0,fidupo,Prerichard
H04015,45.14528,07.04944,500.0,fidupo,Pietrastretta
H04016,45.09389,07.38639,340.0,fidupo,Avigliana
H04017,45.32083,07.89917,226.0,fidupo,Candia
H04018,46.12500,08.20000,1142.0,fidupo,Pizzanco
H04019,46.22222,08.33222,560.0,fidupo,Crodo
H04020,45.51417,07.87361,337.0,fidupo,Borgofranco d'Ivrea
H04021,46.17507,10.47081,2325.0,fidupo,Pantano d'Avio
H04022,46.06639,08.25833,259.0,fidupo,Villadossola Ovesca
H04023,46.47630,10.18782,2650.0,fidupo,La Vallaccia 1
H04024,45.31667,07.30417,1075.0,fidupo,Ala di Stura
H04025,44.61389,07.05278,1614.0,fidupo,Pontechianale
H04026,44.20833,07.27500,1368.0,fidupo,Valdieri
H04027,44.88722,07.68889,245.0,fidupo,Carmagnola
H04028,45.32306,08.39778,130.0,fidupo,Vercelli
H04029,44.73028,07.57306,268.0,fidupo,Villanova Solaro
H04030,45.03472,07.24306,146.0,fidupo,Coazze
H04031,45.41889,08.04500,260.0,fidupo,Piverone
H04032,44.39167,07.81472,450.0,fidupo,Mondovi'
H04036,45.28389,07.66806,270.0,fidupo,Front Malone
H04037,44.51417,07.90250,263.0,fidupo,Farigliano Tanaro
H04038,45.31528,07.54722,624.0,fidupo,Corio
H04040,45.89722,08.16056,873.0,fidupo,Fobello
H04041,44.20750,08.02028,603.0,fidupo,Garessio Tanaro
H04042,45.91250,08.05028,1304.0,fidupo,Carcoforo
H04043,45.46944,07.13750,2300.0,fidupo,Lago Agnel
H04044,44.23361,07.65722,859.0,fidupo,Chiusa Pesio
H04045,45.36250,07.21944,1223.0,fidupo,Forno Alpi Graie
H04046,45.34167,07.51944,870.0,fidupo,Piano Audi
H04047,45.69222,07.95889,1090.0,fidupo,Piedicavallo
H04049,45.67722,08.15556,1100.0,fidupo,Trivero
H04050,45.92361,08.54750,202.0,fidupo,Pallanza
H04051,45.72423,10.49914,1147.0,fidupo,Cavacca
H04052,45.72951,10.46637,388.0,fidupo,Lago d'Idro
H04054,44.70111,07.11833,1318.0,fidupo,Crissolo
H04055,45.86167,08.23861,600.0,fidupo,Sabbia
H04056,44.52222,07.72500,330.0,fidupo,Fossano Stura di Demonte
H04058,44.91255,09.19497,501.0,fidupo,Fortunago
H04059,44.76680,09.23810,562.0,fidupo,Casanova
H04060,45.09417,08.27611,443.0,fidupo,Crea
H04061,44.22000,07.83278,974.0,fidupo,Borello Tanaro
H04063,44.56500,08.33722,187.0,fidupo,Mombaldone Bormida Q.A.
H04064,44.94278,08.68028,90.0,fidupo,Montecastello Tanaro
H04065,45.28431,08.53974,121.0,fidupo,Palestro Sesia Q.A. 1
H04067,44.68194,08.88417,240.0,fidupo,Arquata Scrivia
H04068,44.83028,08.84639,154.0,fidupo,Castellar Ponzano
H04069,45.02222,08.84944,76.0,fidupo,Isola Sant'Antonio
H04070,46.11306,08.30778,271.0,fidupo,Domodossola Toce
H04071,46.00500,08.26694,252.0,fidupo,Fomarco
H04072,44.87139,08.41472,142.0,fidupo,Masio Tanaro
H04073,45.48127,09.71227,192.0,fidupo,Mozzanica
H04074,45.99811,08.74441,205.0,fidupo,Luino
H04075,45.76977,08.57913,202.0,fidupo,Angera
H04076,45.31533,09.51191,80.0,fidupo,Lodi
H04078,45.60450,08.90997,206.0,fidupo,Castellanza
H04079,45.70950,09.10636,250.0,fidupo,Cantu' Asnago
H04081,45.83394,09.23191,427.0,fidupo,Caslino d'Erba
H04082,45.63783,09.29664,180.0,fidupo,Peregallo
H04083,45.47922,09.24997,127.0,fidupo,Milano parco Feltre
H04084,45.82088,09.08107,536.0,fidupo,Como Villa Geno
H04085,45.70756,09.59247,260.0,fidupo,Ponte Briolo
H04086,45.39034,10.71109,90.0,fidupo,Monzambano
H04087,45.66200,09.95914,197.0,fidupo,Sarnico
H04089,45.61406,10.31728,399.0,fidupo,Caino
H04090,45.78784,10.27108,572.0,fidupo,Bovegno
H04092,45.85228,09.36635,222.0,fidupo,Malgrate
H04093,45.27673,09.71053,63.0,fidupo,Montodine
H04094,45.19033,09.77775,46.0,fidupo,Pizzighettone
H04095,45.75311,09.26275,248.0,fidupo,Lambrugo
H04096,45.90338,08.74274,294.0,fidupo,Cuveglio
H04097,45.84850,08.88502,369.0,fidupo,Arcisate
H04098,45.33894,08.88054,94.0,fidupo,Vigevano
H04099,45.51806,08.61528,180.0,fidupo,Caltignaga Terdoppio
H04100,45.63250,08.04000,593.0,fidupo,Passobreve Cervo
H04101,45.70972,06.96361,1495.0,fidupo,La Thuile
H04102,45.59583,07.38250,1644.0,fidupo,Cogne - Lillaz Centrale
H04104,45.82556,07.34250,960.0,fidupo,Valpelline
H04105,45.83250,07.82139,1635.0,fidupo,Gressoney La Triniti
H04107,45.74722,07.61750,513.0,fidupo,Pontey Dora Baltea
H04108,44.23528,08.11944,647.0,fidupo,Calizzano
H04109,44.39917,08.28028,388.0,fidupo,Cairo Montenotte
H04110,44.47833,08.48472,385.0,fidupo,Sassello
H04111,44.57056,08.42333,236.0,fidupo,Cartosio Erro
H04112,44.48444,08.31056,267.0,fidupo,Piana Crixia Bormida
H04113,44.56722,08.65972,289.0,fidupo,Rossiglione
H04114,44.68806,08.79722,215.0,fidupo,Gavi
H04116,44.56639,08.94750,358.0,fidupo,Busalla
H04124,44.81833,08.13472,116.0,fidupo,Asti Tanaro
H04125,44.88694,06.93583,1865.0,fidupo,Sauze Cesana
H04126,44.94444,07.77389,237.0,fidupo,Santena Banna
H04127,44.76806,08.67222,136.0,fidupo,Basaluzzo
H04129,46.34722,08.43056,1230.0,fidupo,Formazza Bruggi
H04130,45.97361,07.95417,1360.0,fidupo,Macugnaga Pecetto
H04131,46.05833,08.69583,201.0,fidupo,Cannobio
H04132,45.83333,07.96250,1196.0,fidupo,Alagna
H04133,45.44361,07.65722,1300.0,fidupo,Colleretto
H04134,45.20694,07.15000,1800.0,fidupo,Malciaussia
H04135,44.95917,07.07278,1650.0,fidupo,Massello
H04136,44.45583,07.09000,1254.0,fidupo,Canosio
H04137,44.34167,07.20833,1390.0,fidupo,S. Giacomo Demonte
H04138,44.26111,07.05000,1630.0,fidupo,Vinadio San Bernolfo
H04139,44.72611,09.14972,1012.0,fidupo,Caldirola
H04140,45.76639,06.84250,2164.0,fidupo,Courmayeur Lex Blanche
H04141,45.88389,07.06500,2067.0,fidupo,Courmayeur Pre'De Bard
H04142,45.83083,07.15944,2015.0,fidupo,St. Rhemy Crevacol
H04143,45.88139,07.30056,2028.0,fidupo,Ollomont By
H04144,45.63111,07.85750,1350.0,fidupo,Lillianes Granges
H04145,45.84444,07.62278,2033.0,fidupo,Chamois
H04146,45.61583,07.54528,2110.0,fidupo,Champorcher rifugio Dondena
H04147,45.61389,07.05722,1873.0,fidupo,Valgrisanche Menthieu
H04149,45.76917,07.83500,1306.0,fidupo,Gressoney St.Jean Lys
H04151,45.00972,06.94417,1521.0,fidupo,Pragelato Trampolino a Valle
H04154,45.39923,09.89025,87.0,fidupo,Soncino
H04156,45.62644,08.82385,224.0,fidupo,Busto Arsizio
H04157,45.16200,09.72081,58.0,fidupo,Codogno
H04159,45.52228,09.93775,140.0,fidupo,Chiari
H04160,45.35672,09.67137,79.0,fidupo,Crema
H04162,46.07868,10.29691,816.0,fidupo,Paisco Loveno
H04163,46.08062,10.37775,1128.0,fidupo,Cevo
H04165,45.83255,08.82358,416.0,fidupo,Varese
H04166,44.99033,09.01748,93.0,fidupo,Voghera
H04167,44.37056,07.52750,575.0,fidupo,Cuneo Cascina Vecchia
H04168,45.57600,09.53365,160.0,fidupo,Canonica d'Adda
H04169,45.58406,10.22061,187.0,fidupo,Stocchetta
H04170,45.21839,10.24304,37.0,fidupo,Ostiano
H04171,45.66239,09.82143,233.0,fidupo,Carobbio degli Angeli
H04173,45.35951,10.14554,60.0,fidupo,Manerbio
H04174,45.76200,09.24442,273.0,fidupo,Lambrugo pluvio
H05330,44.94500,08.69250,216.0,fidupo,Montecastello SIAP
H05337,45.04750,08.63417,90.0,fidupo,Ponte Valenza SIAP
H05386,45.03611,08.82222,84.0,fidupo,Isola S.Antonio PO
H05387,45.17917,08.09972,155.0,fidupo,Crescentino Po
H05403,45.14222,08.44750,115.0,fidupo,Casale Monferrato Po
H05421,45.05083,08.63167,90.0,fidupo,Ponte Valenza Po
H53041,45.64520,14.54490,756.0,fidusl,BABNO POLJE
H53042,45.89540,13.62430,55.0,fidusl,NOVA GORICA BILJE
H53043,46.26280,13.42720,545.6,fidusl,BREGINJ
H53044,46.14020,13.88840,779.0,fidusl,BUKOVSKI VRH
H53045,45.72300,14.39890,585.8,fidusl,CERKNISKO JEZERO
H53047,45.75470,13.84330,320.0,fidusl,GODNJE
H53048,46.23800,13.65800,910.0,fidusl,KRN
H53049,45.52000,13.86890,233.9,fidusl,KUBED
H53051,45.90770,14.20320,486.0,fidusl,LOGATEC
H53052,45.95560,13.65240,113.0,fidusl,NOVA GORICA
H53053,45.76890,14.50880,718.0,fidusl,NOVA VAS - BLOKE
H53054,45.93770,13.91160,965.0,fidusl,OTLICA
